id,prompt,intent,difficulty,language,domain,practice_area,country,time_span,source_hint,created_at
iovu_20250705_090451_1929,iOVU 티셔츠 다중색 프린팅 프린팅 방식 설명해줘.,정보,쉬움,KO,iOVU,해커톤 굿즈,프랑스,최근 5개월,밈 사이트,2025-07-05T09:04:51.104988
iovu_20250705_090451_1665,iOVU 티셔츠 자수 프린팅 방식 설명해줘.,정보,쉬움,KO,iOVU,힐링 개발템,중국,최근 5개월,IT 뉴스,2025-07-05T09:04:51.104988
iovu_20250705_090451_2011,iOVU t-shirt 자수 프린팅 방식 explain.,정보,쉬움,EN,iOVU,해커톤 굿즈,캐나다,팬데믹(2020-2022년),IT 뉴스,2025-07-05T09:04:51.104988
iovu_20250705_090451_7274,iOVU 밈도 입는 시대 슬로건 의미가 뭐야?,정보,쉬움,KO,iOVU,너디 패션,캐나다,2019-2023년,깃허브 트렌드,2025-07-05T09:04:51.104988
iovu_20250705_090451_2422,야근 iOVU 굿즈 종류 뭐가 있어?,정보,쉬움,KO,iOVU,프로그래머 라이프스타일,호주,2025년,깃허브 트렌드,2025-07-05T09:04:51.104988
iovu_20250705_090451_8941,iOVU 키링 다중색 프린팅 프린팅 방식 설명해줘.,정보,쉬움,KO,iOVU,코딩 유머 아이템,미국,팬데믹(2020-2022년),깃허브 트렌드,2025-07-05T09:04:51.104988
iovu_20250705_090451_5039,해커톤 참가 개발자들이 선호하는 iOVU 제품은?,정보,쉬움,KO,iOVU,프로그래머 라이프스타일,호주,2025년,IT 뉴스,2025-07-05T09:04:51.104988
iovu_20250705_090451_9767,iOVU 그레이 XL 사이즈 특징이 뭐야?,정보,쉬움,KO,iOVU,IT 굿즈,미국,팬데믹(2020-2022년),깃허브 트렌드,2025-07-05T09:04:51.104988
iovu_20250705_090451_1619,데브옵스 개발자들이 선호하는 iOVU 제품은?,정보,쉬움,KO,iOVU,개발자 밈 굿즈,미국,10년 추세(2015-2024년),IT 뉴스,2025-07-05T09:04:51.104988
iovu_20250705_090451_3221,동물×코딩 iOVU 굿즈 종류 뭐가 있어?,정보,쉬움,KO,iOVU,해커톤 굿즈,프랑스,2019-2023년,개발자 커뮤니티,2025-07-05T09:04:51.104988
iovu_20250705_090451_9074,iOVU 머그컵 UV 프린팅 프린팅 방식 설명해줘.,정보,쉬움,KO,iOVU,힐링 개발템,일본,10년 추세(2015-2024년),밈 사이트,2025-07-05T09:04:51.104988
iovu_20250705_090451_5856,iOVU Meme Lover 슬로건 의미가 뭐야?,정보,쉬움,KO,iOVU,깃허브 문화,독일,2024년,개발자 커뮤니티,2025-07-05T09:04:51.104988
iovu_20250705_090451_4582,실크스크린 프린팅의 iOVU 제품 품질 차이 설명해줘.,정보,보통,KO,iOVU,개발자 선물,영국,10년 추세(2015-2024년),깃허브 트렌드,2025-07-05T09:04:51.104988
iovu_20250705_090451_5514,iOVU IN OUR VIVID UNIVERSE 메시지가 개발자에게 주는 의미는?,정보,보통,KO,iOVU,IT 굿즈,프랑스,최근 3개월,깃허브 트렌드,2025-07-05T09:04:51.104988
iovu_20250705_090451_8230,CTO 개발자들의 iOVU 폴리에스터 선호 스타일 비교해줘.,정보,보통,KO,iOVU,코딩 유머 아이템,미국,최근 3개월,개발자 커뮤니티,2025-07-05T09:04:51.104988
iovu_20250705_090451_5204,iOVU Code with Love 메시지가 개발자에게 주는 의미는?,정보,보통,EN,iOVU,개발자 커뮤니티,미국,10년 추세(2015-2024년),깃허브 트렌드,2025-07-05T09:04:51.104988
iovu_20250705_090451_4302,iOVU 티셔츠 자수 제작 시 품질 관리 방법은?,정보,보통,KO,iOVU,개발자 선물,중국,2025년,개발자 커뮤니티,2025-07-05T09:04:51.104988
iovu_20250705_090451_6878,IT 업계 개발자들의 iOVU 화이트 선호 스타일 비교해줘.,정보,보통,KO,iOVU,오픈소스 굿즈,프랑스,2024년,개발자 커뮤니티,2025-07-05T09:04:51.104988
iovu_20250705_090451_2632,테크 밋업 개발자들의 iOVU 머그컵 선호 스타일 비교해줘.,정보,보통,KO,iOVU,밈 컬렉션,중국,2025년,밈 사이트,2025-07-05T09:04:51.104988
iovu_20250705_090451_2066,iOVU Hello World 컨셉과 다른 브랜드의 차이점은?,정보,보통,EN,iOVU,스타트업 문화,일본,2025년,IT 뉴스,2025-07-05T09:04:51.104988
iovu_20250705_090451_7117,자수 프린팅의 iOVU 제품 품질 차이 설명해줘.,정보,보통,KO,iOVU,너디 패션,호주,2024년,IT 뉴스,2025-07-05T09:04:51.104988
iovu_20250705_090451_1931,GitHub 스타 개발자들의 iOVU 캔버스 선호 스타일 비교해줘.,정보,보통,KO,iOVU,깃허브 문화,호주,10년 추세(2015-2024년),IT 뉴스,2025-07-05T09:04:51.104988
iovu_20250705_090451_4617,테크리드 개발자들의 iOVU 후드집업 선호 스타일 비교해줘.,정보,보통,KO,iOVU,프로그래머 라이프스타일,일본,팬데믹(2020-2022년),깃허브 트렌드,2025-07-05T09:04:51.104988
iovu_20250705_090451_8716,iOVU 동물×코딩 전략의 브랜딩 효과를 정량적으로 분석해줘.,정보,어려움,KO,iOVU,개발자 선물,일본,2025년,개발자 커뮤니티,2025-07-05T09:04:51.104988
iovu_20250705_090451_9849,iOVU 스택오버플로우 전략의 브랜딩 효과를 정량적으로 분석해줘.,정보,어려움,KO,iOVU,개발자 선물,프랑스,10년 추세(2015-2024년),IT 뉴스,2025-07-05T09:04:51.104988
iovu_20250705_090451_5202,내구성 기준 iOVU 브랜드 시장 포지셔닝을 전략적으로 분석해줘.,정보,어려움,KO,iOVU,개발자 선물,일본,최근 5개월,IT 뉴스,2025-07-05T09:04:51.104988
iovu_20250705_090451_5364,프린팅 품질 기준 iOVU 브랜드 시장 포지셔닝을 전략적으로 분석해줘.,정보,어려움,KO,iOVU,IT 굿즈,캐나다,최근 3개월,IT 뉴스,2025-07-05T09:04:51.104988
