id,prompt,intent,difficulty,language,domain,practice_area,country,time_span,source_hint,created_at
iovu_20250705_090451_1289,데이터 사이언티스트 개발자들이 선호하는 iOVU 제품은?,정보,쉬움,KO,iOVU,프로그래머 라이프스타일,프랑스,10년 추세(2015-2024년),깃허브 트렌드,2025-07-05T09:04:51.100605
iovu_20250705_090451_5508,테크리드 개발자들이 선호하는 iOVU 제품은?,정보,쉬움,KO,iOVU,코딩 유머 아이템,중국,최근 5개월,IT 뉴스,2025-07-05T09:04:51.100605
iovu_20250705_090451_3668,iOVU 마우스패드 UV 프린팅 프린팅 방식 설명해줘.,정보,쉬움,KO,iOVU,밈 컬렉션,영국,2024년,IT 뉴스,2025-07-05T09:04:51.100605
iovu_20250705_090451_9131,Discord 서버 개발자들이 선호하는 iOVU 제품은?,정보,쉬움,KO,iOVU,개발자 밈 굿즈,캐나다,최근 3개월,IT 뉴스,2025-07-05T09:04:51.100605
iovu_20250705_090451_5766,코딩 부트캠프 개발자들이 선호하는 iOVU 제품은?,정보,쉬움,KO,iOVU,개발자 선물,프랑스,최근 3개월,밈 사이트,2025-07-05T09:04:51.100605
iovu_20250705_090451_3815,iOVU 티셔츠 열전사 프린팅 방식 설명해줘.,정보,쉬움,KO,iOVU,개발자 커뮤니티,호주,최근 3개월,IT 뉴스,2025-07-05T09:04:51.100605
iovu_20250705_090451_7311,iOVU Code with Love 슬로건 의미가 뭐야?,정보,쉬움,KO,iOVU,개발자 정체성 표현,일본,팬데믹(2020-2022년),IT 뉴스,2025-07-05T09:04:51.100605
iovu_20250705_090451_6195,프론트엔드 개발자 개발자들이 선호하는 iOVU 제품은?,정보,쉬움,EN,iOVU,개발자 정체성 표현,프랑스,2019-2023년,깃허브 트렌드,2025-07-05T09:04:51.100605
iovu_20250705_090451_2567,개발자 밈 iOVU 굿즈 종류 뭐가 있어?,정보,쉬움,KO,iOVU,힐링 개발템,영국,최근 3개월,IT 뉴스,2025-07-05T09:04:51.100605
iovu_20250705_090451_2707,iOVU 밈도 입는 시대 슬로건 의미가 뭐야?,정보,쉬움,KO,iOVU,스타트업 문화,영국,최근 5개월,개발자 커뮤니티,2025-07-05T09:04:51.100605
iovu_20250705_090451_7171,코드 리뷰 iOVU 굿즈 종류 뭐가 있어?,정보,쉬움,KO,iOVU,밈 컬렉션,영국,2019-2023년,IT 뉴스,2025-07-05T09:04:51.100605
iovu_20250705_090451_2048,iOVU XL사이즈 XL 사이즈 특징이 뭐야?,정보,쉬움,KO,iOVU,개발자 밈 굿즈,한국,2025년,IT 뉴스,2025-07-05T09:04:51.100605
iovu_20250705_090451_7742,개발팀 개발자들의 iOVU 아크릴 선호 스타일 비교해줘.,정보,보통,KO,iOVU,코딩 유머 아이템,영국,팬데믹(2020-2022년),IT 뉴스,2025-07-05T09:04:51.100605
iovu_20250705_090451_1853,iOVU 마우스패드 비닐 커팅 제작 시 품질 관리 방법은?,정보,보통,EN,iOVU,개발자 밈 굿즈,프랑스,팬데믹(2020-2022년),밈 사이트,2025-07-05T09:04:51.100605
iovu_20250705_090451_8886,iOVU 변수명 고민 컨셉과 다른 브랜드의 차이점은?,정보,보통,KO,iOVU,코딩 유머 아이템,한국,10년 추세(2015-2024년),IT 뉴스,2025-07-05T09:04:51.100605
iovu_20250705_090451_2246,대기업 개발자들의 iOVU mug 선호 스타일 compare.,정보,보통,EN,iOVU,깃허브 문화,중국,최근 5개월,깃허브 트렌드,2025-07-05T09:04:51.100605
iovu_20250705_090451_9096,iOVU 코튼 실크스크린 제작 시 품질 관리 방법은?,정보,보통,KO,iOVU,밈 컬렉션,일본,최근 3개월,개발자 커뮤니티,2025-07-05T09:04:51.100605
iovu_20250705_090451_6684,iOVU 머지 컨셉과 다른 브랜드의 차이점은?,정보,보통,KO,iOVU,프로그래머 라이프스타일,한국,10년 추세(2015-2024년),밈 사이트,2025-07-05T09:04:51.100605
iovu_20250705_090451_8211,IT 업계 개발자들의 iOVU 화이트 선호 스타일 비교해줘.,정보,보통,KO,iOVU,개발자 밈 굿즈,독일,2025년,밈 사이트,2025-07-05T09:04:51.100605
iovu_20250705_090451_3735,iOVU 코드를 입다 메시지가 20-30대에게 주는 의미는?,정보,보통,EN,iOVU,스타트업 문화,일본,2024년,개발자 커뮤니티,2025-07-05T09:04:51.100605
iovu_20250705_090451_9259,iOVU Nerdy is the new cool 메시지가 스타트업 직원에게 주는 의미는?,정보,보통,KO,iOVU,프로그래머 라이프스타일,독일,최근 5개월,개발자 커뮤니티,2025-07-05T09:04:51.100605
iovu_20250705_090451_4292,iOVU 캔버스 실크스크린 제작 시 품질 관리 방법은?,정보,보통,KO,iOVU,해커톤 굿즈,미국,2024년,밈 사이트,2025-07-05T09:04:51.100605
iovu_20250705_090451_4265,다중색 프린팅 프린팅의 iOVU 제품 품질 차이 설명해줘.,정보,보통,KO,iOVU,스타트업 문화,캐나다,10년 추세(2015-2024년),밈 사이트,2025-07-05T09:04:51.100605
iovu_20250705_090451_9870,iOVU 머지 마케팅의 개발자 커뮤니티 브랜딩 장기 효과를 모델링해줘.,정보,어려움,KO,iOVU,개발자 선물,독일,2019-2023년,깃허브 트렌드,2025-07-05T09:04:51.100605
