id,prompt,intent,difficulty,language,domain,practice_area,country,time_span,source_hint,created_at
iovu_20250705_090451_4624,iOVU 후드티 L 사이즈 특징이 뭐야?,정보,쉬움,KO,iOVU,해커톤 굿즈,중국,2025년,깃허브 트렌드,2025-07-05T09:04:51.088962
iovu_20250705_090451_5131,풀스택 개발자 개발자들이 선호하는 iOVU 제품은?,정보,쉬움,KO,iOVU,개발자 밈 굿즈,한국,최근 3개월,밈 사이트,2025-07-05T09:04:51.088962
iovu_20250705_090451_5600,테크 밋업 개발자들이 선호하는 iOVU 제품은?,정보,쉬움,KO,iOVU,깃허브 문화,일본,팬데믹(2020-2022년),밈 사이트,2025-07-05T09:04:51.088962
iovu_20250705_090451_9685,AI/ML 엔지니어 개발자들이 선호하는 iOVU 제품은?,정보,쉬움,KO,iOVU,너디 패션,독일,팬데믹(2020-2022년),깃허브 트렌드,2025-07-05T09:04:51.088962
iovu_20250705_090451_6688,iOVU 개발자를 위한 귀여운 반란 슬로건 의미가 뭐야?,정보,쉬움,KO,iOVU,프로그래머 라이프스타일,캐나다,최근 5개월,개발자 커뮤니티,2025-07-05T09:04:51.088962
iovu_20250705_090451_8497,IT 업계 개발자들이 선호하는 iOVU 제품은?,정보,쉬움,KO,iOVU,오픈소스 굿즈,독일,최근 3개월,깃허브 트렌드,2025-07-05T09:04:51.088962
iovu_20250705_090451_4871,리팩토링 iOVU 굿즈 종류 뭐가 있어?,정보,쉬움,KO,iOVU,힐링 개발템,미국,팬데믹(2020-2022년),깃허브 트렌드,2025-07-05T09:04:51.088962
iovu_20250705_090451_5060,개발자 밈 iOVU 굿즈 종류 뭐가 있어?,정보,쉬움,KO,iOVU,개발자 커뮤니티,일본,팬데믹(2020-2022년),개발자 커뮤니티,2025-07-05T09:04:51.088962
iovu_20250705_090451_2906,iOVU 폴리에스터 XL 사이즈 특징이 뭐야?,정보,쉬움,KO,iOVU,코딩 유머 아이템,중국,2024년,IT 뉴스,2025-07-05T09:04:51.088962
iovu_20250705_090451_1855,iOVU IN OUR VIVID UNIVERSE 슬로건 의미가 뭐야?,정보,쉬움,KO,iOVU,해커톤 굿즈,호주,10년 추세(2015-2024년),개발자 커뮤니티,2025-07-05T09:04:51.088962
iovu_20250705_090451_8278,대기업 개발자들이 선호하는 iOVU 제품은?,정보,쉬움,KO,iOVU,프로그래머 라이프스타일,독일,최근 5개월,개발자 커뮤니티,2025-07-05T09:04:51.088962
iovu_20250705_090451_8662,iOVU 개발자를 위한 귀여운 반란 슬로건 의미가 뭐야?,정보,쉬움,EN,iOVU,코딩 유머 아이템,한국,2025년,깃허브 트렌드,2025-07-05T09:04:51.088962
iovu_20250705_090451_9839,다중색 프린팅 프린팅의 iOVU 제품 품질 차이 설명해줘.,정보,보통,KO,iOVU,스타트업 문화,일본,2024년,밈 사이트,2025-07-05T09:04:51.088962
iovu_20250705_090451_8707,iOVU 코드 리뷰 컨셉과 다른 브랜드의 차이점은?,정보,보통,KO,iOVU,프로그래머 라이프스타일,미국,최근 3개월,깃허브 트렌드,2025-07-05T09:04:51.088962
iovu_20250705_090451_2995,개발자 컨퍼런스 개발자들의 iOVU mug 선호 스타일 compare.,정보,보통,EN,iOVU,코딩 유머 아이템,중국,최근 5개월,밈 사이트,2025-07-05T09:04:51.088962
iovu_20250705_090451_4862,iOVU 에코백 비닐 커팅 제작 시 품질 관리 방법은?,정보,보통,KO,iOVU,해커톤 굿즈,한국,2019-2023년,밈 사이트,2025-07-05T09:04:51.088962
iovu_20250705_090451_8626,iOVU 블랙 실크스크린 제작 시 품질 관리 방법은?,정보,보통,KO,iOVU,힐링 개발템,독일,최근 3개월,밈 사이트,2025-07-05T09:04:51.088962
iovu_20250705_090451_7364,iOVU 머그컵 자수 제작 시 품질 관리 방법은?,정보,보통,KO,iOVU,너디 패션,독일,10년 추세(2015-2024년),밈 사이트,2025-07-05T09:04:51.088962
iovu_20250705_090451_7929,iOVU 테스트 컨셉과 다른 브랜드의 차이점은?,정보,보통,KO,iOVU,너디 패션,미국,10년 추세(2015-2024년),개발자 커뮤니티,2025-07-05T09:04:51.088962
iovu_20250705_090451_4437,대기업 개발자들의 iOVU 파우치 선호 스타일 비교해줘.,정보,보통,KO,iOVU,오픈소스 굿즈,중국,2019-2023년,밈 사이트,2025-07-05T09:04:51.088962
iovu_20250705_090451_8993,GitHub 스타 개발자들의 iOVU 아크릴 선호 스타일 비교해줘.,정보,보통,KO,iOVU,스타트업 문화,중국,2025년,IT 뉴스,2025-07-05T09:04:51.088962
iovu_20250705_090451_6679,iOVU 커밋 컨셉과 다른 브랜드의 차이점은?,정보,보통,KO,iOVU,개발자 밈 굿즈,한국,2019-2023년,IT 뉴스,2025-07-05T09:04:51.088962
iovu_20250705_090451_6810,스터디 모임 개발자들의 iOVU 머그컵 선호 스타일 비교해줘.,정보,보통,KO,iOVU,개발자 선물,호주,2024년,개발자 커뮤니티,2025-07-05T09:04:51.088962
iovu_20250705_090451_9794,iOVU 동물×코딩 마케팅의 개발자 커뮤니티 브랜딩 장기 효과를 모델링해줘.,정보,어려움,KO,iOVU,프로그래머 라이프스타일,영국,팬데믹(2020-2022년),개발자 커뮤니티,2025-07-05T09:04:51.088962
iovu_20250705_090451_9008,iOVU 힐링템 전략의 브랜딩 효과를 정량적으로 analyze.,정보,어려움,EN,iOVU,오픈소스 굿즈,독일,2019-2023년,개발자 커뮤니티,2025-07-05T09:04:51.088962
iovu_20250705_090451_9756,iOVU 404 에러 전략의 브랜딩 효과를 정량적으로 분석해줘.,정보,어려움,KO,iOVU,코딩 유머 아이템,영국,2024년,IT 뉴스,2025-07-05T09:04:51.088962
iovu_20250705_090451_8678,iOVU Nerdy is the new cool 메시지의 20-30대 타겟 가치 전달을 비판적으로 평가해줘.,정보,어려움,EN,iOVU,밈 컬렉션,한국,2024년,깃허브 트렌드,2025-07-05T09:04:51.088962
iovu_20250705_090451_1529,iOVU Meme Lover 메시지의 20-30대 타겟 가치 전달을 비판적으로 평가해줘.,정보,어려움,KO,iOVU,IT 굿즈,일본,최근 5개월,개발자 커뮤니티,2025-07-05T09:04:51.088962
iovu_20250705_090451_8004,iOVU 힐링하는 코더 메시지의 IT 업계 종사자 타겟 가치 전달을 비판적으로 평가해줘.,정보,어려움,KO,iOVU,개발자 선물,중국,2025년,개발자 커뮤니티,2025-07-05T09:04:51.088962
iovu_20250705_090451_8259,iOVU Nerdy is the new cool 메시지의 20-30대 타겟 가치 전달을 비판적으로 평가해줘.,정보,어려움,KO,iOVU,IT 굿즈,미국,10년 추세(2015-2024년),개발자 커뮤니티,2025-07-05T09:04:51.088962
iovu_20250705_090451_1182,멤버십 혜택 기준 iOVU 브랜드 시장 포지셔닝을 전략적으로 분석해줘.,정보,어려움,KO,iOVU,힐링 개발템,미국,2024년,깃허브 트렌드,2025-07-05T09:04:51.088962
iovu_20250705_090451_3644,iOVU IN OUR VIVID UNIVERSE 메시지의 스타트업 직원 타겟 가치 전달을 비판적으로 평가해줘.,정보,어려움,KO,iOVU,개발자 밈 굿즈,프랑스,최근 3개월,개발자 커뮤니티,2025-07-05T09:04:51.088962
iovu_20250705_090451_2307,iOVU 커밋 전략의 브랜딩 효과를 정량적으로 analyze.,정보,어려움,EN,iOVU,오픈소스 굿즈,중국,최근 5개월,IT 뉴스,2025-07-05T09:04:51.088962
iovu_20250705_090451_4590,개발자 컨퍼런스 트렌드가 iOVU 제품 기획에 미치는 영향을 데이터로 검증해줘.,정보,어려움,KO,iOVU,개발자 밈 굿즈,영국,최근 5개월,개발자 커뮤니티,2025-07-05T09:04:51.088962
iovu_20250705_090451_7714,iOVU 공식 GitHub 리포지토리 링크는?,탐색,쉬움,KO,iOVU,개발자 밈 굿즈,캐나다,최근 5개월,깃허브 트렌드,2025-07-05T09:04:51.088962
iovu_20250705_090451_4516,iOVU L사이즈 구매 페이지 주소 알려줘.,탐색,쉬움,KO,iOVU,IT 굿즈,한국,최근 5개월,개발자 커뮤니티,2025-07-05T09:04:51.088962
iovu_20250705_090451_4213,iOVU 버그 수정 시리즈 제품 카탈로그 어디서 봐?,탐색,쉬움,KO,iOVU,개발자 선물,독일,최근 3개월,밈 사이트,2025-07-05T09:04:51.088962
iovu_20250705_090451_7232,대기업 iOVU 커뮤니티 초대 링크 있어?,탐색,쉬움,KO,iOVU,개발자 밈 굿즈,캐나다,최근 3개월,IT 뉴스,2025-07-05T09:04:51.088962
iovu_20250705_090451_9213,테크리드 iOVU 커뮤니티 초대 링크 있어?,탐색,쉬움,KO,iOVU,너디 패션,영국,최근 5개월,밈 사이트,2025-07-05T09:04:51.088962
iovu_20250705_090451_3119,iOVU 리팩토링 시리즈 제품 카탈로그 어디서 봐?,탐색,쉬움,KO,iOVU,너디 패션,중국,2024년,IT 뉴스,2025-07-05T09:04:51.088962
iovu_20250705_090451_4880,iOVU 고객센터 연락처 tell me about.,탐색,쉬움,EN,iOVU,오픈소스 굿즈,일본,최근 3개월,IT 뉴스,2025-07-05T09:04:51.088962
iovu_20250705_090451_2512,iOVU 개발자 밈 시리즈 제품 카탈로그 어디서 봐?,탐색,쉬움,KO,iOVU,코딩 유머 아이템,영국,2019-2023년,깃허브 트렌드,2025-07-05T09:04:51.088962
iovu_20250705_090451_8429,iOVU 공식 GitHub 리포지토리 링크는?,탐색,쉬움,KO,iOVU,개발자 밈 굿즈,중국,최근 5개월,깃허브 트렌드,2025-07-05T09:04:51.088962
iovu_20250705_090451_4427,iOVU 공식 GitHub 리포지토리 링크는?,탐색,쉬움,EN,iOVU,깃허브 문화,독일,최근 5개월,개발자 커뮤니티,2025-07-05T09:04:51.088962
iovu_20250705_090451_3356,iOVU 후드티 구매 페이지 주소 알려줘.,탐색,쉬움,KO,iOVU,오픈소스 굿즈,일본,10년 추세(2015-2024년),깃허브 트렌드,2025-07-05T09:04:51.088962
iovu_20250705_090451_3429,iOVU DTG 프린팅 프린팅 옵션별 제품 포트폴리오 페이지는?,탐색,보통,KO,iOVU,해커톤 굿즈,독일,최근 3개월,개발자 커뮤니티,2025-07-05T09:04:51.088962
iovu_20250705_090451_2298,iOVU 커스텀 제작 견적 요청 폼 위치는?,탐색,보통,KO,iOVU,개발자 정체성 표현,캐나다,2024년,깃허브 트렌드,2025-07-05T09:04:51.088962
iovu_20250705_090451_8750,20-30대 대상 iOVU 제품 추천 가이드 찾아줘.,탐색,보통,KO,iOVU,밈 컬렉션,프랑스,팬데믹(2020-2022년),밈 사이트,2025-07-05T09:04:51.088962
iovu_20250705_090451_6196,iOVU 배포 시리즈 제품 카탈로그 페이지 찾아줘.,탐색,보통,KO,iOVU,개발자 정체성 표현,캐나다,2025년,깃허브 트렌드,2025-07-05T09:04:51.088962
iovu_20250705_090451_5860,풀스택 개발자 이벤트 관련 iOVU 공지사항 링크는?,탐색,보통,EN,iOVU,개발자 밈 굿즈,캐나다,10년 추세(2015-2024년),밈 사이트,2025-07-05T09:04:51.088962
