id,prompt,intent,difficulty,language,domain,practice_area,country,time_span,source_hint,created_at
iovu_20250705_090451_7509,iOVU 머그컵 XL 사이즈 특징이 뭐야?,정보,쉬움,KO,iOVU,코딩 유머 아이템,영국,2019-2023년,깃허브 트렌드,2025-07-05T09:04:51.095184
iovu_20250705_090451_5057,iOVU 아크릴 XL 사이즈 특징이 뭐야?,정보,쉬움,KO,iOVU,개발자 커뮤니티,프랑스,2024년,깃허브 트렌드,2025-07-05T09:04:51.095184
iovu_20250705_090451_1746,iOVU Debug & Chill 슬로건 의미가 뭐야?,정보,쉬움,KO,iOVU,프로그래머 라이프스타일,한국,팬데믹(2020-2022년),밈 사이트,2025-07-05T09:04:51.095184
iovu_20250705_090451_4939,iOVU Dev + Cute = iOVU 슬로건 의미가 뭐야?,정보,쉬움,EN,iOVU,개발자 선물,캐나다,최근 3개월,IT 뉴스,2025-07-05T09:04:51.095184
iovu_20250705_090451_2898,iOVU 코드를 입다 슬로건 의미가 뭐야?,정보,쉬움,KO,iOVU,너디 패션,독일,10년 추세(2015-2024년),IT 뉴스,2025-07-05T09:04:51.095184
iovu_20250705_090451_5285,대기업 개발자들이 선호하는 iOVU 제품은?,정보,쉬움,KO,iOVU,개발자 정체성 표현,영국,2025년,깃허브 트렌드,2025-07-05T09:04:51.095184
iovu_20250705_090451_8556,iOVU 머그컵 M 사이즈 특징이 뭐야?,정보,쉬움,KO,iOVU,개발자 밈 굿즈,미국,2024년,개발자 커뮤니티,2025-07-05T09:04:51.095184
iovu_20250705_090451_5294,디버깅 iOVU 굿즈 종류 뭐가 있어?,정보,쉬움,KO,iOVU,너디 패션,일본,10년 추세(2015-2024년),개발자 커뮤니티,2025-07-05T09:04:51.095184
iovu_20250705_090451_8026,iOVU Nerdy is the new cool 슬로건 의미가 뭐야?,정보,쉬움,KO,iOVU,개발자 커뮤니티,호주,2024년,밈 사이트,2025-07-05T09:04:51.095184
iovu_20250705_090451_4716,iOVU eco bag XL 사이즈 특징이 뭐야?,정보,쉬움,EN,iOVU,힐링 개발템,한국,10년 추세(2015-2024년),밈 사이트,2025-07-05T09:04:51.095184
iovu_20250705_090451_8641,iOVU IN OUR VIVID UNIVERSE 슬로건 의미가 뭐야?,정보,쉬움,KO,iOVU,개발자 선물,프랑스,10년 추세(2015-2024년),개발자 커뮤니티,2025-07-05T09:04:51.095184
iovu_20250705_090451_3419,iOVU Meme Lover 슬로건 의미가 뭐야?,정보,쉬움,EN,iOVU,스타트업 문화,캐나다,2019-2023년,개발자 커뮤니티,2025-07-05T09:04:51.095184
iovu_20250705_090451_5859,iOVU 머지 컨셉과 다른 브랜드의 차이점은?,정보,보통,KO,iOVU,스타트업 문화,중국,10년 추세(2015-2024년),IT 뉴스,2025-07-05T09:04:51.095184
iovu_20250705_090451_9009,자수 프린팅의 iOVU 제품 품질 차이 설명해줘.,정보,보통,KO,iOVU,코딩 유머 아이템,호주,최근 3개월,IT 뉴스,2025-07-05T09:04:51.095184
iovu_20250705_090451_6863,다중색 프린팅 프린팅의 iOVU 제품 품질 차이 설명해줘.,정보,보통,KO,iOVU,프로그래머 라이프스타일,한국,팬데믹(2020-2022년),깃허브 트렌드,2025-07-05T09:04:51.095184
iovu_20250705_090451_6047,iOVU M사이즈 DTG 프린팅 제작 시 품질 관리 방법은?,정보,보통,KO,iOVU,개발자 선물,프랑스,최근 3개월,깃허브 트렌드,2025-07-05T09:04:51.095184
iovu_20250705_090451_3212,iOVU 머그컵 실크스크린 제작 시 품질 관리 방법은?,정보,보통,KO,iOVU,힐링 개발템,미국,최근 5개월,개발자 커뮤니티,2025-07-05T09:04:51.095184
iovu_20250705_090451_3425,승화전사 프린팅의 iOVU 제품 품질 차이 설명해줘.,정보,보통,KO,iOVU,깃허브 문화,일본,2019-2023년,밈 사이트,2025-07-05T09:04:51.095184
iovu_20250705_090451_1596,iOVU Meme Lover 메시지가 개발자에게 주는 의미는?,정보,보통,KO,iOVU,깃허브 문화,한국,2019-2023년,IT 뉴스,2025-07-05T09:04:51.095184
iovu_20250705_090451_2140,iOVU Meme Lover 메시지가 IT 업계 종사자에게 주는 의미는?,정보,보통,EN,iOVU,밈 컬렉션,프랑스,2025년,IT 뉴스,2025-07-05T09:04:51.095184
iovu_20250705_090451_9144,자수 프린팅의 iOVU 제품 품질 차이 explain.,정보,보통,EN,iOVU,코딩 유머 아이템,중국,10년 추세(2015-2024년),밈 사이트,2025-07-05T09:04:51.095184
iovu_20250705_090451_5924,자수 프린팅의 iOVU 제품 품질 차이 설명해줘.,정보,보통,KO,iOVU,밈 컬렉션,호주,최근 3개월,개발자 커뮤니티,2025-07-05T09:04:51.095184
iovu_20250705_090451_8038,iOVU 코드를 입다 메시지가 IT 업계 종사자에게 주는 의미는?,정보,보통,KO,iOVU,개발자 선물,캐나다,2025년,IT 뉴스,2025-07-05T09:04:51.095184
iovu_20250705_090451_3066,커뮤니티 참여도 기준 iOVU 브랜드 시장 포지셔닝을 전략적으로 분석해줘.,정보,어려움,KO,iOVU,오픈소스 굿즈,영국,2024년,개발자 커뮤니티,2025-07-05T09:04:51.095184
iovu_20250705_090451_7772,iOVU NullPointer 마케팅의 개발자 커뮤니티 브랜딩 장기 효과를 모델링해줘.,정보,어려움,EN,iOVU,개발자 선물,독일,10년 추세(2015-2024년),깃허브 트렌드,2025-07-05T09:04:51.095184
iovu_20250705_090451_9022,iOVU 브랜치 마케팅의 개발자 커뮤니티 브랜딩 장기 효과를 모델링해줘.,정보,어려움,KO,iOVU,해커톤 굿즈,한국,최근 3개월,개발자 커뮤니티,2025-07-05T09:04:51.095184
iovu_20250705_090451_2590,테크 밋업 트렌드가 iOVU 제품 기획에 미치는 영향을 데이터로 검증해줘.,정보,어려움,KO,iOVU,개발자 밈 굿즈,프랑스,팬데믹(2020-2022년),개발자 커뮤니티,2025-07-05T09:04:51.095184
iovu_20250705_090451_2670,iOVU 깃허브 마케팅의 개발자 커뮤니티 브랜딩 장기 효과를 모델링해줘.,정보,어려움,KO,iOVU,너디 패션,한국,2019-2023년,밈 사이트,2025-07-05T09:04:51.095184
iovu_20250705_090451_2551,개발팀 트렌드가 iOVU 제품 기획에 미치는 영향을 데이터로 검증해줘.,정보,어려움,KO,iOVU,오픈소스 굿즈,영국,최근 5개월,개발자 커뮤니티,2025-07-05T09:04:51.095184
iovu_20250705_090451_9716,iOVU 변수명 고민 전략의 브랜딩 효과를 정량적으로 분석해줘.,정보,어려움,KO,iOVU,스타트업 문화,중국,2024년,개발자 커뮤니티,2025-07-05T09:04:51.095184
