id,prompt,intent,difficulty,language,domain,practice_area,country,time_span,source_hint,created_at
iovu_20250705_090451_1322,iOVU 후드집업 실크스크린 프린팅 방식 설명해줘.,정보,쉬움,KO,iOVU,개발자 밈 굿즈,한국,최근 3개월,개발자 커뮤니티,2025-07-05T09:04:51.096914
iovu_20250705_090451_6376,iOVU 밈도 입는 시대 슬로건 의미가 뭐야?,정보,쉬움,KO,iOVU,밈 컬렉션,일본,2019-2023년,IT 뉴스,2025-07-05T09:04:51.096914
iovu_20250705_090451_3987,iOVU 그레이 M 사이즈 특징이 뭐야?,정보,쉬움,KO,iOVU,힐링 개발템,미국,2024년,깃허브 트렌드,2025-07-05T09:04:51.096914
iovu_20250705_090451_3808,개발자 밈 iOVU 굿즈 종류 뭐가 있어?,정보,쉬움,KO,iOVU,스타트업 문화,미국,2019-2023년,IT 뉴스,2025-07-05T09:04:51.096914
iovu_20250705_090451_7611,iOVU 그레이 다중색 프린팅 프린팅 방식 설명해줘.,정보,쉬움,KO,iOVU,힐링 개발템,프랑스,10년 추세(2015-2024년),개발자 커뮤니티,2025-07-05T09:04:51.096914
iovu_20250705_090451_7827,iOVU M사이즈 XL 사이즈 특징이 뭐야?,정보,쉬움,EN,iOVU,개발자 정체성 표현,한국,최근 3개월,IT 뉴스,2025-07-05T09:04:51.096914
iovu_20250705_090451_9212,개발자 컨퍼런스 개발자들이 선호하는 iOVU 제품은?,정보,쉬움,EN,iOVU,힐링 개발템,영국,10년 추세(2015-2024년),밈 사이트,2025-07-05T09:04:51.096914
iovu_20250705_090451_8041,iOVU 힐링하는 코더 슬로건 의미가 뭐야?,정보,쉬움,EN,iOVU,힐링 개발템,일본,최근 5개월,밈 사이트,2025-07-05T09:04:51.096914
iovu_20250705_090451_3055,iOVU mug 승화전사 프린팅 방식 explain.,정보,쉬움,EN,iOVU,해커톤 굿즈,중국,2019-2023년,IT 뉴스,2025-07-05T09:04:51.096914
iovu_20250705_090451_2622,Hello World iOVU 굿즈 종류 뭐가 있어?,정보,쉬움,EN,iOVU,개발자 커뮤니티,중국,팬데믹(2020-2022년),밈 사이트,2025-07-05T09:04:51.096914
iovu_20250705_090451_7472,iOVU 아크릴 승화전사 프린팅 방식 explain.,정보,쉬움,EN,iOVU,프로그래머 라이프스타일,한국,2019-2023년,개발자 커뮤니티,2025-07-05T09:04:51.096914
iovu_20250705_090451_9590,코딩 부트캠프 개발자들이 선호하는 iOVU 제품은?,정보,쉬움,KO,iOVU,IT 굿즈,한국,2019-2023년,IT 뉴스,2025-07-05T09:04:51.096914
iovu_20250705_090451_4349,iOVU 티셔츠 실크스크린 제작 시 품질 관리 방법은?,정보,보통,KO,iOVU,프로그래머 라이프스타일,일본,2019-2023년,IT 뉴스,2025-07-05T09:04:51.096914
iovu_20250705_090451_7593,iOVU Nerdy is the new cool 메시지가 개발자에게 주는 의미는?,정보,보통,EN,iOVU,해커톤 굿즈,캐나다,팬데믹(2020-2022년),깃허브 트렌드,2025-07-05T09:04:51.096914
iovu_20250705_090451_6394,데이터 사이언티스트 개발자들의 iOVU 머그컵 선호 스타일 비교해줘.,정보,보통,KO,iOVU,스타트업 문화,독일,10년 추세(2015-2024년),개발자 커뮤니티,2025-07-05T09:04:51.096914
iovu_20250705_090451_5453,iOVU 아크릴 DTG 프린팅 제작 시 품질 관리 방법은?,정보,보통,KO,iOVU,개발자 선물,프랑스,2024년,개발자 커뮤니티,2025-07-05T09:04:51.096914
iovu_20250705_090451_5455,iOVU 동물×코딩 컨셉과 다른 브랜드의 차이점은?,정보,보통,EN,iOVU,개발자 밈 굿즈,호주,2024년,개발자 커뮤니티,2025-07-05T09:04:51.096914
iovu_20250705_090451_7057,iOVU IN OUR VIVID UNIVERSE 메시지가 스타트업 직원에게 주는 의미는?,정보,보통,KO,iOVU,오픈소스 굿즈,중국,최근 3개월,IT 뉴스,2025-07-05T09:04:51.096914
iovu_20250705_090451_2010,데브옵스 개발자들의 iOVU 볼펜 선호 스타일 비교해줘.,정보,보통,KO,iOVU,스타트업 문화,캐나다,2025년,밈 사이트,2025-07-05T09:04:51.096914
iovu_20250705_090451_5842,iOVU 브랜치 컨셉과 다른 브랜드의 차이점은?,정보,보통,KO,iOVU,힐링 개발템,프랑스,10년 추세(2015-2024년),개발자 커뮤니티,2025-07-05T09:04:51.096914
iovu_20250705_090451_3226,UV 프린팅 프린팅의 iOVU 제품 품질 차이 설명해줘.,정보,보통,KO,iOVU,해커톤 굿즈,호주,최근 3개월,IT 뉴스,2025-07-05T09:04:51.096914
iovu_20250705_090451_7274,테크 밋업 개발자들의 iOVU 볼펜 선호 스타일 비교해줘.,정보,보통,KO,iOVU,힐링 개발템,프랑스,2019-2023년,깃허브 트렌드,2025-07-05T09:04:51.096914
iovu_20250705_090451_3669,iOVU 코튼 다중색 프린팅 제작 시 품질 관리 방법은?,정보,보통,KO,iOVU,너디 패션,미국,최근 5개월,IT 뉴스,2025-07-05T09:04:51.096914
iovu_20250705_090451_4029,테크리드 트렌드가 iOVU 제품 기획에 미치는 영향을 데이터로 검증해줘.,정보,어려움,KO,iOVU,깃허브 문화,독일,최근 5개월,밈 사이트,2025-07-05T09:04:51.096914
iovu_20250705_090451_2616,개발자 커뮤니티 반응 기준 iOVU 브랜드 시장 포지셔닝을 전략적으로 분석해줘.,정보,어려움,KO,iOVU,오픈소스 굿즈,프랑스,2019-2023년,IT 뉴스,2025-07-05T09:04:51.096914
iovu_20250705_090451_9190,iOVU 야근 마케팅의 개발자 커뮤니티 브랜딩 장기 효과를 모델링해줘.,정보,어려움,KO,iOVU,스타트업 문화,호주,최근 5개월,밈 사이트,2025-07-05T09:04:51.096914
iovu_20250705_090451_5423,배송 속도 기준 iOVU 브랜드 시장 포지셔닝을 전략적으로 분석해줘.,정보,어려움,KO,iOVU,해커톤 굿즈,독일,팬데믹(2020-2022년),개발자 커뮤니티,2025-07-05T09:04:51.096914
iovu_20250705_090451_3775,GitHub 스타 트렌드가 iOVU 제품 기획에 미치는 영향을 데이터로 검증해줘.,정보,어려움,EN,iOVU,IT 굿즈,일본,2019-2023년,IT 뉴스,2025-07-05T09:04:51.096914
iovu_20250705_090451_2934,iOVU Nerdy is the new cool 메시지의 20-30대 타겟 가치 전달을 비판적으로 평가해줘.,정보,어려움,KO,iOVU,너디 패션,독일,10년 추세(2015-2024년),IT 뉴스,2025-07-05T09:04:51.096914
iovu_20250705_090451_6294,iOVU 버그 수정 마케팅의 개발자 커뮤니티 브랜딩 장기 효과를 모델링해줘.,정보,어려움,EN,iOVU,개발자 커뮤니티,한국,최근 3개월,IT 뉴스,2025-07-05T09:04:51.096914
iovu_20250705_090451_4135,풀스택 개발자 트렌드가 iOVU 제품 기획에 미치는 영향을 데이터로 검증해줘.,정보,어려움,KO,iOVU,개발자 커뮤니티,한국,10년 추세(2015-2024년),IT 뉴스,2025-07-05T09:04:51.096914
iovu_20250705_090451_4309,데브옵스 트렌드가 iOVU 제품 기획에 미치는 영향을 데이터로 검증해줘.,정보,어려움,KO,iOVU,힐링 개발템,일본,팬데믹(2020-2022년),깃허브 트렌드,2025-07-05T09:04:51.096914
iovu_20250705_090451_3867,백엔드 개발자 트렌드가 iOVU 제품 기획에 미치는 영향을 데이터로 검증해줘.,정보,어려움,EN,iOVU,스타트업 문화,호주,최근 5개월,개발자 커뮤니티,2025-07-05T09:04:51.096914
iovu_20250705_090451_2522,iOVU 야근 전략의 브랜딩 효과를 정량적으로 analyze.,정보,어려움,EN,iOVU,프로그래머 라이프스타일,캐나다,최근 3개월,밈 사이트,2025-07-05T09:04:51.096914
iovu_20250705_090451_9116,iOVU 고객센터 연락처 알려줘.,탐색,쉬움,KO,iOVU,개발자 정체성 표현,프랑스,2024년,밈 사이트,2025-07-05T09:04:51.096914
iovu_20250705_090451_7948,iOVU 고객센터 연락처 알려줘.,탐색,쉬움,KO,iOVU,해커톤 굿즈,호주,팬데믹(2020-2022년),개발자 커뮤니티,2025-07-05T09:04:51.096914
iovu_20250705_090451_5506,iOVU 공식 GitHub 리포지토리 링크는?,탐색,쉬움,KO,iOVU,IT 굿즈,일본,10년 추세(2015-2024년),깃허브 트렌드,2025-07-05T09:04:51.096914
iovu_20250705_090451_7769,iOVU 고객센터 연락처 tell me about.,탐색,쉬움,EN,iOVU,프로그래머 라이프스타일,일본,2019-2023년,깃허브 트렌드,2025-07-05T09:04:51.096914
iovu_20250705_090451_3412,iOVU 디버깅 시리즈 제품 카탈로그 어디서 봐?,탐색,쉬움,KO,iOVU,개발자 정체성 표현,영국,팬데믹(2020-2022년),깃허브 트렌드,2025-07-05T09:04:51.096914
iovu_20250705_090451_7424,대기업 iOVU 커뮤니티 초대 링크 있어?,탐색,쉬움,KO,iOVU,너디 패션,호주,2019-2023년,깃허브 트렌드,2025-07-05T09:04:51.096914
iovu_20250705_090451_5894,AI/ML 엔지니어 iOVU 커뮤니티 초대 링크 있어?,탐색,쉬움,EN,iOVU,프로그래머 라이프스타일,영국,최근 3개월,밈 사이트,2025-07-05T09:04:51.096914
iovu_20250705_090451_6007,iOVU 공식 GitHub 리포지토리 링크는?,탐색,쉬움,KO,iOVU,해커톤 굿즈,호주,최근 5개월,깃허브 트렌드,2025-07-05T09:04:51.096914
iovu_20250705_090451_3777,iOVU 힐링템 시리즈 제품 카탈로그 어디서 봐?,탐색,쉬움,KO,iOVU,해커톤 굿즈,호주,최근 3개월,깃허브 트렌드,2025-07-05T09:04:51.096914
iovu_20250705_090451_6969,iOVU 후드티 구매 페이지 주소 알려줘.,탐색,쉬움,KO,iOVU,깃허브 문화,중국,10년 추세(2015-2024년),개발자 커뮤니티,2025-07-05T09:04:51.096914
iovu_20250705_090451_8003,iOVU 위트 있는 시리즈 제품 카탈로그 어디서 봐?,탐색,쉬움,KO,iOVU,깃허브 문화,프랑스,10년 추세(2015-2024년),깃허브 트렌드,2025-07-05T09:04:51.096914
iovu_20250705_090451_3596,프론트엔드 개발자 이벤트 관련 iOVU 공지사항 링크는?,탐색,보통,KO,iOVU,개발자 밈 굿즈,중국,팬데믹(2020-2022년),밈 사이트,2025-07-05T09:04:51.096914
iovu_20250705_090451_6344,iOVU 승화전사 프린팅 옵션별 제품 포트폴리오 페이지는?,탐색,보통,KO,iOVU,깃허브 문화,미국,팬데믹(2020-2022년),개발자 커뮤니티,2025-07-05T09:04:51.096914
iovu_20250705_090451_8745,iOVU 커스텀 제작 견적 요청 폼 위치는?,탐색,보통,KO,iOVU,개발자 선물,한국,10년 추세(2015-2024년),밈 사이트,2025-07-05T09:04:51.096914
iovu_20250705_090451_2527,스타트업 직원 대상 iOVU 제품 추천 가이드 찾아줘.,탐색,보통,KO,iOVU,개발자 선물,중국,최근 3개월,IT 뉴스,2025-07-05T09:04:51.096914
iovu_20250705_090451_1514,iOVU 승화전사 프린팅 옵션별 제품 포트폴리오 페이지는?,탐색,보통,KO,iOVU,스타트업 문화,영국,2024년,개발자 커뮤니티,2025-07-05T09:04:51.096914
iovu_20250705_090451_6816,스타트업 직원 대상 iOVU 제품 추천 가이드 찾아줘.,탐색,보통,KO,iOVU,프로그래머 라이프스타일,독일,2019-2023년,개발자 커뮤니티,2025-07-05T09:04:51.096914
iovu_20250705_090451_8852,스타트업 이벤트 관련 iOVU 공지사항 링크는?,탐색,보통,KO,iOVU,해커톤 굿즈,영국,팬데믹(2020-2022년),IT 뉴스,2025-07-05T09:04:51.096914
iovu_20250705_090451_2827,iOVU 승화전사 프린팅 옵션별 제품 포트폴리오 페이지는?,탐색,보통,KO,iOVU,깃허브 문화,한국,팬데믹(2020-2022년),IT 뉴스,2025-07-05T09:04:51.096914
iovu_20250705_090451_9286,iOVU 승화전사 프린팅 옵션별 제품 포트폴리오 페이지는?,탐색,보통,KO,iOVU,개발자 정체성 표현,독일,2024년,개발자 커뮤니티,2025-07-05T09:04:51.096914
iovu_20250705_090451_5340,iOVU 커스텀 제작 견적 요청 폼 위치는?,탐색,보통,KO,iOVU,IT 굿즈,독일,2024년,IT 뉴스,2025-07-05T09:04:51.096914
iovu_20250705_090451_7765,iOVU 다중색 프린팅 프린팅 옵션별 제품 포트폴리오 페이지는?,탐색,보통,KO,iOVU,개발자 선물,독일,2025년,개발자 커뮤니티,2025-07-05T09:04:51.096914
iovu_20250705_090451_5596,iOVU 스타트업 프로젝트 오픈소스 기여 가이드 문서 위치는?,탐색,어려움,KO,iOVU,개발자 밈 굿즈,미국,10년 추세(2015-2024년),밈 사이트,2025-07-05T09:04:51.096914
iovu_20250705_090451_3415,iOVU 브랜드 파트너십 AI/ML 엔지니어 협업 제안서 템플릿 위치는?,탐색,어려움,KO,iOVU,개발자 커뮤니티,중국,10년 추세(2015-2024년),IT 뉴스,2025-07-05T09:04:51.096914
iovu_20250705_090451_1750,iOVU API 연동 대기업 자동화 솔루션 개발 가이드는?,탐색,어려움,KO,iOVU,개발자 밈 굿즈,캐나다,팬데믹(2020-2022년),개발자 커뮤니티,2025-07-05T09:04:51.096914
iovu_20250705_090451_5065,원단 퀄리티 성과 측정용 iOVU 마케팅 대시보드 접근 방법은?,탐색,어려움,EN,iOVU,IT 굿즈,영국,최근 3개월,밈 사이트,2025-07-05T09:04:51.096914
iovu_20250705_090451_9081,discount율 성과 측정용 iOVU 마케팅 대시보드 접근 방법은?,탐색,어려움,EN,iOVU,밈 컬렉션,독일,팬데믹(2020-2022년),IT 뉴스,2025-07-05T09:04:51.096914
iovu_20250705_090451_2164,iOVU 브랜드 파트너십 해커톤 참가 협업 제안서 템플릿 위치는?,탐색,어려움,KO,iOVU,깃허브 문화,캐나다,2019-2023년,깃허브 트렌드,2025-07-05T09:04:51.096914
iovu_20250705_090451_1810,DTG 프린팅 프린팅 기술별 iOVU 제품 포트폴리오 문서 찾아줘.,탐색,어려움,EN,iOVU,밈 컬렉션,미국,10년 추세(2015-2024년),개발자 커뮤니티,2025-07-05T09:04:51.096914
iovu_20250705_090451_4675,iOVU API 연동 개발팀 자동화 솔루션 개발 가이드는?,탐색,어려움,KO,iOVU,개발자 선물,호주,2025년,깃허브 트렌드,2025-07-05T09:04:51.096914
